,imsi,Outlet_Type,Outlet_Location_Type
2682,OUT04,Supermarket Type1,Tier 1
2683,OUT04,Supermarket Type1,Tier 1
2685,OUT04,Supermarket Type1,Tier 1
2688,OUT04,Supermarket Type1,Tier 1
2689,OUT04,Supermarket Type1,Tier 1
2691,OUT04,Supermarket Type1,Tier 1
2694,OUT04,Supermarket Type1,Tier 1
2696,OUT04,Supermarket Type1,Tier 1
2698,OUT04,Supermarket Type1,Tier 1
2705,OUT04,Supermarket Type1,Tier 1
2711,OUT04,Supermarket Type1,Tier 1
2712,OUT04,Supermarket Type1,Tier 1
2714,OUT04,Supermarket Type1,Tier 1
2716,OUT04,Supermarket Type1,Tier 1
2720,OUT04,Supermarket Type1,Tier 1
2724,OUT04,Supermarket Type1,Tier 1
2727,OUT04,Supermarket Type1,Tier 1
2732,OUT04,Supermarket Type1,Tier 1
2733,OUT04,Supermarket Type1,Tier 1
2734,OUT04,Supermarket Type1,Tier 1
2736,OUT04,Supermarket Type1,Tier 1
2737,OUT04,Supermarket Type1,Tier 1
2740,OUT04,Supermarket Type1,Tier 1
2741,OUT04,Supermarket Type1,Tier 1
2744,OUT04,Supermarket Type1,Tier 1
2749,OUT04,Supermarket Type1,Tier 1
2755,OUT04,Supermarket Type1,Tier 1
2768,OUT04,Supermarket Type1,Tier 1
2769,OUT04,Supermarket Type1,Tier 1
2772,OUT04,Supermarket Type1,Tier 1
2773,OUT04,Supermarket Type1,Tier 1
2779,OUT04,Supermarket Type1,Tier 1
2780,OUT04,Supermarket Type1,Tier 1
2793,OUT04,Supermarket Type1,Tier 1
2805,OUT04,Supermarket Type1,Tier 1
2806,OUT04,Supermarket Type1,Tier 1
2815,OUT04,Supermarket Type1,Tier 1
2817,OUT04,Supermarket Type1,Tier 1
2824,OUT04,Supermarket Type1,Tier 1
2828,OUT04,Supermarket Type1,Tier 1
2833,OUT04,Supermarket Type1,Tier 1
2836,OUT04,Supermarket Type1,Tier 1
2839,OUT04,Supermarket Type1,Tier 1
2844,OUT04,Supermarket Type1,Tier 1
2848,OUT04,Supermarket Type1,Tier 1
2853,OUT04,Supermarket Type1,Tier 1
2854,OUT04,Supermarket Type1,Tier 1
2856,OUT04,Supermarket Type1,Tier 1
2857,OUT04,Supermarket Type1,Tier 1
2858,OUT04,Supermarket Type1,Tier 1
2860,OUT04,Supermarket Type1,Tier 1
2862,OUT04,Supermarket Type1,Tier 1
2870,OUT04,Supermarket Type1,Tier 1
2872,OUT04,Supermarket Type1,Tier 1
2874,OUT04,Supermarket Type1,Tier 1
2876,OUT04,Supermarket Type1,Tier 1
2877,OUT04,Supermarket Type1,Tier 1
2892,OUT04,Supermarket Type1,Tier 1
2893,OUT04,Supermarket Type1,Tier 1
2894,OUT04,Supermarket Type1,Tier 1
2897,OUT04,Supermarket Type1,Tier 1
2924,OUT04,Supermarket Type1,Tier 1
2926,OUT04,Supermarket Type1,Tier 1
2932,OUT04,Supermarket Type1,Tier 1
2936,OUT04,Supermarket Type1,Tier 1
2941,OUT04,Supermarket Type1,Tier 1
2946,OUT04,Supermarket Type1,Tier 1
2953,OUT04,Supermarket Type1,Tier 1
2955,OUT04,Supermarket Type1,Tier 1
2957,OUT04,Supermarket Type1,Tier 1
2960,OUT04,Supermarket Type1,Tier 1
2964,OUT04,Supermarket Type1,Tier 1
2973,OUT04,Supermarket Type1,Tier 1
2976,OUT04,Supermarket Type1,Tier 1
2984,OUT04,Supermarket Type1,Tier 1
2985,OUT04,Supermarket Type1,Tier 1
2988,OUT04,Supermarket Type1,Tier 1
2990,OUT04,Supermarket Type1,Tier 1
2992,OUT04,Supermarket Type1,Tier 1
2998,OUT04,Supermarket Type1,Tier 1
3003,OUT04,Supermarket Type1,Tier 1
3011,OUT04,Supermarket Type1,Tier 1
3015,OUT04,Supermarket Type1,Tier 1
3019,OUT04,Supermarket Type1,Tier 1
3022,OUT04,Supermarket Type1,Tier 1
3024,OUT04,Supermarket Type1,Tier 1
3030,OUT04,Supermarket Type1,Tier 1
3034,OUT04,Supermarket Type1,Tier 1
3038,OUT04,Supermarket Type1,Tier 1
3043,OUT04,Supermarket Type1,Tier 1
3049,OUT04,Supermarket Type1,Tier 1
3052,OUT04,Supermarket Type1,Tier 1
3064,OUT04,Supermarket Type1,Tier 1
3069,OUT04,Supermarket Type1,Tier 1
3070,OUT04,Supermarket Type1,Tier 1
3073,OUT04,Supermarket Type1,Tier 1
3075,OUT04,Supermarket Type1,Tier 1
3085,OUT04,Supermarket Type1,Tier 1
3097,OUT04,Supermarket Type1,Tier 1
3102,OUT04,Supermarket Type1,Tier 1
3111,OUT04,Supermarket Type1,Tier 1
3112,OUT04,Supermarket Type1,Tier 1
3116,OUT04,Supermarket Type1,Tier 1
3120,OUT04,Supermarket Type1,Tier 1
3124,OUT04,Supermarket Type1,Tier 1
3125,OUT04,Supermarket Type1,Tier 1
3127,OUT04,Supermarket Type1,Tier 1
3129,OUT04,Supermarket Type1,Tier 1
3131,OUT04,Supermarket Type1,Tier 1
3132,OUT04,Supermarket Type1,Tier 1
3134,OUT04,Supermarket Type1,Tier 1
3136,OUT04,Supermarket Type1,Tier 1
3141,OUT04,Supermarket Type1,Tier 1
3143,OUT04,Supermarket Type1,Tier 1
3148,OUT04,Supermarket Type1,Tier 1
3158,OUT04,Supermarket Type1,Tier 1
3159,OUT04,Supermarket Type1,Tier 1
3165,OUT04,Supermarket Type1,Tier 1
3168,OUT04,Supermarket Type1,Tier 1
3172,OUT04,Supermarket Type1,Tier 1
3175,OUT04,Supermarket Type1,Tier 1
3186,OUT04,Supermarket Type1,Tier 1
3195,OUT04,Supermarket Type1,Tier 1
3196,OUT04,Supermarket Type1,Tier 1
3203,OUT04,Supermarket Type1,Tier 1
3210,OUT04,Supermarket Type1,Tier 1
3215,OUT04,Supermarket Type1,Tier 1
3229,OUT04,Supermarket Type1,Tier 1
3230,OUT04,Supermarket Type1,Tier 1
3232,OUT04,Supermarket Type1,Tier 1
3240,OUT04,Supermarket Type1,Tier 1
3245,OUT04,Supermarket Type1,Tier 1
3251,OUT04,Supermarket Type1,Tier 1
3254,OUT04,Supermarket Type1,Tier 1
3260,OUT04,Supermarket Type1,Tier 1
3261,OUT04,Supermarket Type1,Tier 1
3272,OUT04,Supermarket Type1,Tier 1
3279,OUT04,Supermarket Type1,Tier 1
3287,OUT04,Supermarket Type1,Tier 1
3289,OUT04,Supermarket Type1,Tier 1
3296,OUT04,Supermarket Type1,Tier 1
3308,OUT04,Supermarket Type1,Tier 1
3309,OUT04,Supermarket Type1,Tier 1
3312,OUT04,Supermarket Type1,Tier 1
3314,OUT04,Supermarket Type1,Tier 1
3318,OUT04,Supermarket Type1,Tier 1
3322,OUT04,Supermarket Type1,Tier 1
3335,OUT04,Supermarket Type1,Tier 1
3349,OUT04,Supermarket Type1,Tier 1
3352,OUT04,Supermarket Type1,Tier 1
3355,OUT04,Supermarket Type1,Tier 1
3358,OUT04,Supermarket Type1,Tier 1
3369,OUT04,Supermarket Type1,Tier 1
3374,OUT04,Supermarket Type1,Tier 1
3378,OUT04,Supermarket Type1,Tier 1
3382,OUT04,Supermarket Type1,Tier 1
3383,OUT04,Supermarket Type1,Tier 1
3384,OUT04,Supermarket Type1,Tier 1
3385,OUT04,Supermarket Type1,Tier 1
3392,OUT04,Supermarket Type1,Tier 1
3393,OUT04,Supermarket Type1,Tier 1
3397,OUT04,Supermarket Type1,Tier 1
3403,OUT04,Supermarket Type1,Tier 1
3410,OUT04,Supermarket Type1,Tier 1
3411,OUT04,Supermarket Type1,Tier 1
3413,OUT04,Supermarket Type1,Tier 1
3415,OUT04,Supermarket Type1,Tier 1
3416,OUT04,Supermarket Type1,Tier 1
3418,OUT04,Supermarket Type1,Tier 1
3424,OUT04,Supermarket Type1,Tier 1
3425,OUT04,Supermarket Type1,Tier 1
3428,OUT04,Supermarket Type1,Tier 1
3429,OUT04,Supermarket Type1,Tier 1
3439,OUT04,Supermarket Type1,Tier 1
3443,OUT04,Supermarket Type1,Tier 1
3450,OUT04,Supermarket Type1,Tier 1
3453,OUT04,Supermarket Type1,Tier 1
3455,OUT04,Supermarket Type1,Tier 1
3465,OUT04,Supermarket Type1,Tier 1
3477,OUT04,Supermarket Type1,Tier 1
3478,OUT04,Supermarket Type1,Tier 1
3485,OUT04,Supermarket Type1,Tier 1
3492,OUT04,Supermarket Type1,Tier 1
3494,OUT04,Supermarket Type1,Tier 1
3501,OUT04,Supermarket Type1,Tier 1
3502,OUT04,Supermarket Type1,Tier 1
3505,OUT04,Supermarket Type1,Tier 1
3512,OUT04,Supermarket Type1,Tier 1
3517,OUT04,Supermarket Type1,Tier 1
3519,OUT04,Supermarket Type1,Tier 1
3521,OUT04,Supermarket Type1,Tier 1
3526,OUT04,Supermarket Type1,Tier 1
3527,OUT04,Supermarket Type1,Tier 1
3536,OUT04,Supermarket Type1,Tier 1
3539,OUT04,Supermarket Type1,Tier 1
3546,OUT04,Supermarket Type1,Tier 1
3553,OUT04,Supermarket Type1,Tier 1
3554,OUT04,Supermarket Type1,Tier 1
3563,OUT04,Supermarket Type1,Tier 1
3566,OUT04,Supermarket Type1,Tier 1
3568,OUT04,Supermarket Type1,Tier 1
3573,OUT04,Supermarket Type1,Tier 1
3579,OUT04,Supermarket Type1,Tier 1
3581,OUT04,Supermarket Type1,Tier 1
3587,OUT04,Supermarket Type1,Tier 1
3592,OUT04,Supermarket Type1,Tier 1
3594,OUT04,Supermarket Type1,Tier 1
3595,OUT04,Supermarket Type1,Tier 1
3601,OUT04,Supermarket Type1,Tier 1
3608,OUT04,Supermarket Type1,Tier 1
3620,OUT04,Supermarket Type1,Tier 1
3621,OUT04,Supermarket Type1,Tier 1
3622,OUT04,Supermarket Type1,Tier 1
3624,OUT04,Supermarket Type1,Tier 1
3625,OUT04,Supermarket Type1,Tier 1
3630,OUT04,Supermarket Type1,Tier 1
3631,OUT04,Supermarket Type1,Tier 1
3659,OUT04,Supermarket Type1,Tier 1
3678,OUT04,Supermarket Type1,Tier 1
3679,OUT04,Supermarket Type1,Tier 1
3683,OUT04,Supermarket Type1,Tier 1
3686,OUT04,Supermarket Type1,Tier 1
3690,OUT04,Supermarket Type1,Tier 1
3692,OUT04,Supermarket Type1,Tier 1
3704,OUT04,Supermarket Type1,Tier 1
3710,OUT04,Supermarket Type1,Tier 1
3715,OUT04,Supermarket Type1,Tier 1
3719,OUT04,Supermarket Type1,Tier 1
3725,OUT04,Supermarket Type1,Tier 1
3727,OUT04,Supermarket Type1,Tier 1
3728,OUT04,Supermarket Type1,Tier 1
3730,OUT04,Supermarket Type1,Tier 1
3732,OUT04,Supermarket Type1,Tier 1
3737,OUT04,Supermarket Type1,Tier 1
3741,OUT04,Supermarket Type1,Tier 1
3743,OUT04,Supermarket Type1,Tier 1
3745,OUT04,Supermarket Type1,Tier 1
3755,OUT04,Supermarket Type1,Tier 1
3782,OUT04,Supermarket Type1,Tier 1
3783,OUT04,Supermarket Type1,Tier 1
3784,OUT04,Supermarket Type1,Tier 1
3797,OUT04,Supermarket Type1,Tier 1
3798,OUT04,Supermarket Type1,Tier 1
3799,OUT04,Supermarket Type1,Tier 1
3802,OUT04,Supermarket Type1,Tier 1
3805,OUT04,Supermarket Type1,Tier 1
3806,OUT04,Supermarket Type1,Tier 1
3808,OUT04,Supermarket Type1,Tier 1
3831,OUT04,Supermarket Type1,Tier 1
3832,OUT04,Supermarket Type1,Tier 1
3835,OUT04,Supermarket Type1,Tier 1
3838,OUT04,Supermarket Type1,Tier 1
3850,OUT04,Supermarket Type1,Tier 1
3855,OUT04,Supermarket Type1,Tier 1
3856,OUT04,Supermarket Type1,Tier 1
3872,OUT04,Supermarket Type1,Tier 1
3873,OUT04,Supermarket Type1,Tier 1
3876,OUT04,Supermarket Type1,Tier 1
3882,OUT04,Supermarket Type1,Tier 1
3886,OUT04,Supermarket Type1,Tier 1
3892,OUT04,Supermarket Type1,Tier 1
3893,OUT04,Supermarket Type1,Tier 1
3904,OUT04,Supermarket Type1,Tier 1
3905,OUT04,Supermarket Type1,Tier 1
3906,OUT04,Supermarket Type1,Tier 1
3907,OUT04,Supermarket Type1,Tier 1
3908,OUT04,Supermarket Type1,Tier 1
3909,OUT04,Supermarket Type1,Tier 1
3911,OUT04,Supermarket Type1,Tier 1
3920,OUT04,Supermarket Type1,Tier 1
3926,OUT04,Supermarket Type1,Tier 1
3927,OUT04,Supermarket Type1,Tier 1
3929,OUT04,Supermarket Type1,Tier 1
3934,OUT04,Supermarket Type1,Tier 1
3938,OUT04,Supermarket Type1,Tier 1
3939,OUT04,Supermarket Type1,Tier 1
3942,OUT04,Supermarket Type1,Tier 1
3943,OUT04,Supermarket Type1,Tier 1
3946,OUT04,Supermarket Type1,Tier 1
3952,OUT04,Supermarket Type1,Tier 1
3957,OUT04,Supermarket Type1,Tier 1
3958,OUT04,Supermarket Type1,Tier 1
3961,OUT04,Supermarket Type1,Tier 1
3963,OUT04,Supermarket Type1,Tier 1
3965,OUT04,Supermarket Type1,Tier 1
3966,OUT04,Supermarket Type1,Tier 1
3969,OUT04,Supermarket Type1,Tier 1
3972,OUT04,Supermarket Type1,Tier 1
3974,OUT04,Supermarket Type1,Tier 1
3978,OUT04,Supermarket Type1,Tier 1
3981,OUT04,Supermarket Type1,Tier 1
3982,OUT04,Supermarket Type1,Tier 1
3990,OUT04,Supermarket Type1,Tier 1
3998,OUT04,Supermarket Type1,Tier 1
4003,OUT04,Supermarket Type1,Tier 1
4007,OUT04,Supermarket Type1,Tier 1
4008,OUT04,Supermarket Type1,Tier 1
4010,OUT04,Supermarket Type1,Tier 1
4014,OUT04,Supermarket Type1,Tier 1
4032,OUT04,Supermarket Type1,Tier 1
4035,OUT04,Supermarket Type1,Tier 1
4038,OUT04,Supermarket Type1,Tier 1
4042,OUT04,Supermarket Type1,Tier 1
4051,OUT04,Supermarket Type1,Tier 1
4052,OUT04,Supermarket Type1,Tier 1
4053,OUT04,Supermarket Type1,Tier 1
4058,OUT04,Supermarket Type1,Tier 1
4066,OUT04,Supermarket Type1,Tier 1
4069,OUT04,Supermarket Type1,Tier 1
4073,OUT04,Supermarket Type1,Tier 1
4082,OUT04,Supermarket Type1,Tier 1
4085,OUT04,Supermarket Type1,Tier 1
4087,OUT04,Supermarket Type1,Tier 1
4098,OUT04,Supermarket Type1,Tier 1
4104,OUT04,Supermarket Type1,Tier 1
4106,OUT04,Supermarket Type1,Tier 1
4122,OUT04,Supermarket Type1,Tier 1
4125,OUT04,Supermarket Type1,Tier 1
4131,OUT04,Supermarket Type1,Tier 1
4143,OUT04,Supermarket Type1,Tier 1
4146,OUT04,Supermarket Type1,Tier 1
4149,OUT04,Supermarket Type1,Tier 1
4151,OUT04,Supermarket Type1,Tier 1
4156,OUT04,Supermarket Type1,Tier 1
4160,OUT04,Supermarket Type1,Tier 1
4162,OUT04,Supermarket Type1,Tier 1
4164,OUT04,Supermarket Type1,Tier 1
4169,OUT04,Supermarket Type1,Tier 1
4181,OUT04,Supermarket Type1,Tier 1
4183,OUT04,Supermarket Type1,Tier 1
4186,OUT04,Supermarket Type1,Tier 1
4189,OUT04,Supermarket Type1,Tier 1
4195,OUT04,Supermarket Type1,Tier 1
4200,OUT04,Supermarket Type1,Tier 1
4203,OUT04,Supermarket Type1,Tier 1
4204,OUT04,Supermarket Type1,Tier 1
4212,OUT04,Supermarket Type1,Tier 1
4214,OUT04,Supermarket Type1,Tier 1
4216,OUT04,Supermarket Type1,Tier 1
4232,OUT04,Supermarket Type1,Tier 1
4240,OUT04,Supermarket Type1,Tier 1
4243,OUT04,Supermarket Type1,Tier 1
4247,OUT04,Supermarket Type1,Tier 1
4249,OUT04,Supermarket Type1,Tier 1
4251,OUT04,Supermarket Type1,Tier 1
4253,OUT04,Supermarket Type1,Tier 1
4255,OUT04,Supermarket Type1,Tier 1
4256,OUT04,Supermarket Type1,Tier 1
4259,OUT04,Supermarket Type1,Tier 1
4261,OUT04,Supermarket Type1,Tier 1
4266,OUT04,Supermarket Type1,Tier 1
4268,OUT04,Supermarket Type1,Tier 1
4285,OUT04,Supermarket Type1,Tier 1
4286,OUT04,Supermarket Type1,Tier 1
4289,OUT04,Supermarket Type1,Tier 1
4293,OUT04,Supermarket Type1,Tier 1
4294,OUT04,Supermarket Type1,Tier 1
4299,OUT04,Supermarket Type1,Tier 1
4303,OUT04,Supermarket Type1,Tier 1
4304,OUT04,Supermarket Type1,Tier 1
4311,OUT04,Supermarket Type1,Tier 1
4314,OUT04,Supermarket Type1,Tier 1
4317,OUT04,Supermarket Type1,Tier 1
4319,OUT04,Supermarket Type1,Tier 1
4320,OUT04,Supermarket Type1,Tier 1
4325,OUT04,Supermarket Type1,Tier 1
4331,OUT04,Supermarket Type1,Tier 1
4333,OUT04,Supermarket Type1,Tier 1
4335,OUT04,Supermarket Type1,Tier 1
4340,OUT04,Supermarket Type1,Tier 1
4343,OUT04,Supermarket Type1,Tier 1
4344,OUT04,Supermarket Type1,Tier 1
4358,OUT04,Supermarket Type1,Tier 1
4362,OUT04,Supermarket Type1,Tier 1
4364,OUT04,Supermarket Type1,Tier 1
4366,OUT04,Supermarket Type1,Tier 1
4369,OUT04,Supermarket Type1,Tier 1
4370,OUT04,Supermarket Type1,Tier 1
4371,OUT04,Supermarket Type1,Tier 1
4387,OUT04,Supermarket Type1,Tier 1
4388,OUT04,Supermarket Type1,Tier 1
4391,OUT04,Supermarket Type1,Tier 1
4395,OUT04,Supermarket Type1,Tier 1
4400,OUT04,Supermarket Type1,Tier 1
4404,OUT04,Supermarket Type1,Tier 1
4409,OUT04,Supermarket Type1,Tier 1
4412,OUT04,Supermarket Type1,Tier 1
4414,OUT04,Supermarket Type1,Tier 1
4415,OUT04,Supermarket Type1,Tier 1
4418,OUT04,Supermarket Type1,Tier 1
4425,OUT04,Supermarket Type1,Tier 1
4430,OUT04,Supermarket Type1,Tier 1
4436,OUT04,Supermarket Type1,Tier 1
4441,OUT04,Supermarket Type1,Tier 1
4443,OUT04,Supermarket Type1,Tier 1
4450,OUT04,Supermarket Type1,Tier 1
4453,OUT04,Supermarket Type1,Tier 1
4466,OUT04,Supermarket Type1,Tier 1
4468,OUT04,Supermarket Type1,Tier 1
4474,OUT04,Supermarket Type1,Tier 1
4482,OUT04,Supermarket Type1,Tier 1
4485,OUT04,Supermarket Type1,Tier 1
4486,OUT04,Supermarket Type1,Tier 1
4489,OUT04,Supermarket Type1,Tier 1
4492,OUT04,Supermarket Type1,Tier 1
4497,OUT04,Supermarket Type1,Tier 1
4506,OUT04,Supermarket Type1,Tier 1
4508,OUT04,Supermarket Type1,Tier 1
4510,OUT04,Supermarket Type1,Tier 1
4511,OUT04,Supermarket Type1,Tier 1
4514,OUT04,Supermarket Type1,Tier 1
4520,OUT04,Supermarket Type1,Tier 1
4522,OUT04,Supermarket Type1,Tier 1
4528,OUT04,Supermarket Type1,Tier 1
4536,OUT04,Supermarket Type1,Tier 1
4539,OUT04,Supermarket Type1,Tier 1
4542,OUT04,Supermarket Type1,Tier 1
4543,OUT04,Supermarket Type1,Tier 1
4565,OUT04,Supermarket Type1,Tier 1
4572,OUT04,Supermarket Type1,Tier 1
4576,OUT04,Supermarket Type1,Tier 1
4578,OUT04,Supermarket Type1,Tier 1
4579,OUT04,Supermarket Type1,Tier 1
4585,OUT04,Supermarket Type1,Tier 1
4592,OUT04,Supermarket Type1,Tier 1
4595,OUT04,Supermarket Type1,Tier 1
4603,OUT04,Supermarket Type1,Tier 1
4605,OUT04,Supermarket Type1,Tier 1
4613,OUT04,Supermarket Type1,Tier 1
4617,OUT04,Supermarket Type1,Tier 1
4621,OUT04,Supermarket Type1,Tier 1
4625,OUT04,Supermarket Type1,Tier 1
4627,OUT04,Supermarket Type1,Tier 1
4628,OUT04,Supermarket Type1,Tier 1
4641,OUT04,Supermarket Type1,Tier 1
4643,OUT04,Supermarket Type1,Tier 1
4651,OUT04,Supermarket Type1,Tier 1
4653,OUT04,Supermarket Type1,Tier 1
4654,OUT04,Supermarket Type1,Tier 1
4658,OUT04,Supermarket Type1,Tier 1
4661,OUT04,Supermarket Type1,Tier 1
4662,OUT04,Supermarket Type1,Tier 1
4669,OUT04,Supermarket Type1,Tier 1
4685,OUT04,Supermarket Type1,Tier 1
4687,OUT04,Supermarket Type1,Tier 1
4689,OUT04,Supermarket Type1,Tier 1
4714,OUT04,Supermarket Type1,Tier 1
4723,OUT04,Supermarket Type1,Tier 1
4730,OUT04,Supermarket Type1,Tier 1
4731,OUT04,Supermarket Type1,Tier 1
4732,OUT04,Supermarket Type1,Tier 1
4733,OUT04,Supermarket Type1,Tier 1
4735,OUT04,Supermarket Type1,Tier 1
4742,OUT04,Supermarket Type1,Tier 1
4747,OUT04,Supermarket Type1,Tier 1
4750,OUT04,Supermarket Type1,Tier 1
4769,OUT04,Supermarket Type1,Tier 1
4771,OUT04,Supermarket Type1,Tier 1
4777,OUT04,Supermarket Type1,Tier 1
4790,OUT04,Supermarket Type1,Tier 1
4792,OUT04,Supermarket Type1,Tier 1
4797,OUT04,Supermarket Type1,Tier 1
4805,OUT04,Supermarket Type1,Tier 1
4818,OUT04,Supermarket Type1,Tier 1
4819,OUT04,Supermarket Type1,Tier 1
4825,OUT04,Supermarket Type1,Tier 1
4826,OUT04,Supermarket Type1,Tier 1
4830,OUT04,Supermarket Type1,Tier 1
4834,OUT04,Supermarket Type1,Tier 1
4842,OUT04,Supermarket Type1,Tier 1
4845,OUT04,Supermarket Type1,Tier 1
4848,OUT04,Supermarket Type1,Tier 1
4854,OUT04,Supermarket Type1,Tier 1
4856,OUT04,Supermarket Type1,Tier 1
4858,OUT04,Supermarket Type1,Tier 1
4870,OUT04,Supermarket Type1,Tier 1
4877,OUT04,Supermarket Type1,Tier 1
4882,OUT04,Supermarket Type1,Tier 1
4884,OUT04,Supermarket Type1,Tier 1
4886,OUT04,Supermarket Type1,Tier 1
4892,OUT04,Supermarket Type1,Tier 1
4899,OUT04,Supermarket Type1,Tier 1
4903,OUT04,Supermarket Type1,Tier 1
4904,OUT04,Supermarket Type1,Tier 1
4905,OUT04,Supermarket Type1,Tier 1
4916,OUT04,Supermarket Type1,Tier 1
4917,OUT04,Supermarket Type1,Tier 1
4918,OUT04,Supermarket Type1,Tier 1
4919,OUT04,Supermarket Type1,Tier 1
4922,OUT04,Supermarket Type1,Tier 1
4923,OUT04,Supermarket Type1,Tier 1
4928,OUT04,Supermarket Type1,Tier 1
4942,OUT04,Supermarket Type1,Tier 1
4953,OUT04,Supermarket Type1,Tier 1
4959,OUT04,Supermarket Type1,Tier 1
4963,OUT04,Supermarket Type1,Tier 1
4965,OUT04,Supermarket Type1,Tier 1
4967,OUT04,Supermarket Type1,Tier 1
4971,OUT04,Supermarket Type1,Tier 1
4973,OUT04,Supermarket Type1,Tier 1
4976,OUT04,Supermarket Type1,Tier 1
4977,OUT04,Supermarket Type1,Tier 1
4978,OUT04,Supermarket Type1,Tier 1
4979,OUT04,Supermarket Type1,Tier 1
4984,OUT04,Supermarket Type1,Tier 1
4989,OUT04,Supermarket Type1,Tier 1
4991,OUT04,Supermarket Type1,Tier 1
4993,OUT04,Supermarket Type1,Tier 1
4994,OUT04,Supermarket Type1,Tier 1
4996,OUT04,Supermarket Type1,Tier 1
4998,OUT04,Supermarket Type1,Tier 1
5000,OUT04,Supermarket Type1,Tier 1
5001,OUT04,Supermarket Type1,Tier 1
5002,OUT04,Supermarket Type1,Tier 1
5005,OUT04,Supermarket Type1,Tier 1
5008,OUT04,Supermarket Type1,Tier 1
5013,OUT04,Supermarket Type1,Tier 1
5018,OUT04,Supermarket Type1,Tier 1
5021,OUT04,Supermarket Type1,Tier 1
5023,OUT04,Supermarket Type1,Tier 1
5025,OUT04,Supermarket Type1,Tier 1
5026,OUT04,Supermarket Type1,Tier 1
5032,OUT04,Supermarket Type1,Tier 1
5033,OUT04,Supermarket Type1,Tier 1
5034,OUT04,Supermarket Type1,Tier 1
5037,OUT04,Supermarket Type1,Tier 1
5038,OUT04,Supermarket Type1,Tier 1
5045,OUT04,Supermarket Type1,Tier 1
5046,OUT04,Supermarket Type1,Tier 1
5048,OUT04,Supermarket Type1,Tier 1
5052,OUT04,Supermarket Type1,Tier 1
5054,OUT04,Supermarket Type1,Tier 1
5055,OUT04,Supermarket Type1,Tier 1
5064,OUT04,Supermarket Type1,Tier 1
5068,OUT04,Supermarket Type1,Tier 1
5073,OUT04,Supermarket Type1,Tier 1
5077,OUT04,Supermarket Type1,Tier 1
5079,OUT04,Supermarket Type1,Tier 1
5080,OUT04,Supermarket Type1,Tier 1
5094,OUT04,Supermarket Type1,Tier 1
5100,OUT04,Supermarket Type1,Tier 1
5104,OUT04,Supermarket Type1,Tier 1
5105,OUT04,Supermarket Type1,Tier 1
5107,OUT04,Supermarket Type1,Tier 1
5112,OUT04,Supermarket Type1,Tier 1
5114,OUT04,Supermarket Type1,Tier 1
5120,OUT04,Supermarket Type1,Tier 1
5121,OUT04,Supermarket Type1,Tier 1
5123,OUT04,Supermarket Type1,Tier 1
5125,OUT04,Supermarket Type1,Tier 1
5128,OUT04,Supermarket Type1,Tier 1
5136,OUT04,Supermarket Type1,Tier 1
5141,OUT04,Supermarket Type1,Tier 1
5143,OUT04,Supermarket Type1,Tier 1
5152,OUT04,Supermarket Type1,Tier 1
5157,OUT04,Supermarket Type1,Tier 1
5164,OUT04,Supermarket Type1,Tier 1
5165,OUT04,Supermarket Type1,Tier 1
5168,OUT04,Supermarket Type1,Tier 1
5170,OUT04,Supermarket Type1,Tier 1
5186,OUT04,Supermarket Type1,Tier 1
5197,OUT04,Supermarket Type1,Tier 1
5207,OUT04,Supermarket Type1,Tier 1
5214,OUT04,Supermarket Type1,Tier 1
5220,OUT04,Supermarket Type1,Tier 1
5229,OUT04,Supermarket Type1,Tier 1
5232,OUT04,Supermarket Type1,Tier 1
5242,OUT04,Supermarket Type1,Tier 1
5245,OUT04,Supermarket Type1,Tier 1
5246,OUT04,Supermarket Type1,Tier 1
5248,OUT04,Supermarket Type1,Tier 1
5262,OUT04,Supermarket Type1,Tier 1
5270,OUT04,Supermarket Type1,Tier 1
5276,OUT04,Supermarket Type1,Tier 1
5279,OUT04,Supermarket Type1,Tier 1
5289,OUT04,Supermarket Type1,Tier 1
5291,OUT04,Supermarket Type1,Tier 1
5292,OUT04,Supermarket Type1,Tier 1
5293,OUT04,Supermarket Type1,Tier 1
5297,OUT04,Supermarket Type1,Tier 1
5300,OUT04,Supermarket Type1,Tier 1
5305,OUT04,Supermarket Type1,Tier 1
5313,OUT04,Supermarket Type1,Tier 1
5314,OUT04,Supermarket Type1,Tier 1
5316,OUT04,Supermarket Type1,Tier 1
5322,OUT04,Supermarket Type1,Tier 1
5328,OUT04,Supermarket Type1,Tier 1
5329,OUT04,Supermarket Type1,Tier 1
5337,OUT04,Supermarket Type1,Tier 1
5343,OUT04,Supermarket Type1,Tier 1
5346,OUT04,Supermarket Type1,Tier 1
5350,OUT04,Supermarket Type1,Tier 1
5359,OUT04,Supermarket Type1,Tier 1
5361,OUT04,Supermarket Type1,Tier 1
5365,OUT04,Supermarket Type1,Tier 1
5369,OUT04,Supermarket Type1,Tier 1
5373,OUT04,Supermarket Type1,Tier 1
5378,OUT04,Supermarket Type1,Tier 1
5383,OUT04,Supermarket Type1,Tier 1
5394,OUT04,Supermarket Type1,Tier 1
5399,OUT04,Supermarket Type1,Tier 1
5419,OUT04,Supermarket Type1,Tier 1
5424,OUT04,Supermarket Type1,Tier 1
5438,OUT04,Supermarket Type1,Tier 1
5443,OUT04,Supermarket Type1,Tier 1
5471,OUT04,Supermarket Type1,Tier 1
5487,OUT04,Supermarket Type1,Tier 1
