,Outlet_Identifier,Outlet_Size,Outlet_Type
3822,OUT027,Medium,Supermarket Type3
3823,OUT013,High,Supermarket Type1
3824,OUT019,Small,Grocery Store
3825,OUT027,Medium,Supermarket Type3
3826,OUT013,High,Supermarket Type1
3827,OUT013,High,Supermarket Type1
3828,OUT035,Small,Supermarket Type1
3829,OUT035,Small,Supermarket Type1
3830,OUT013,High,Supermarket Type1
3831,OUT049,Medium,Supermarket Type1
3832,OUT049,Medium,Supermarket Type1
3833,OUT027,Medium,Supermarket Type3
3834,OUT035,Small,Supermarket Type1
3835,OUT046,Small,Supermarket Type1
3836,OUT027,Medium,Supermarket Type3
3837,OUT035,Small,Supermarket Type1
3838,OUT049,Medium,Supermarket Type1
3839,OUT018,Medium,Supermarket Type2
3840,OUT017,,Supermarket Type1
3841,OUT013,High,Supermarket Type1
3842,OUT013,High,Supermarket Type1
3843,OUT018,Medium,Supermarket Type2
3844,OUT018,Medium,Supermarket Type2
3845,OUT035,Small,Supermarket Type1
3846,OUT018,Medium,Supermarket Type2
3847,OUT045,,Supermarket Type1
3848,OUT027,Medium,Supermarket Type3
3849,OUT013,High,Supermarket Type1
3850,OUT046,Small,Supermarket Type1
3851,OUT027,Medium,Supermarket Type3
3852,OUT013,High,Supermarket Type1
3853,OUT017,,Supermarket Type1
3854,OUT045,,Supermarket Type1
3855,OUT049,Medium,Supermarket Type1
3856,OUT046,Small,Supermarket Type1
3857,OUT013,High,Supermarket Type1
3858,OUT017,,Supermarket Type1
3859,OUT013,High,Supermarket Type1
3860,OUT045,,Supermarket Type1
3861,OUT013,High,Supermarket Type1
3862,OUT013,High,Supermarket Type1
3863,OUT017,,Supermarket Type1
3864,OUT027,Medium,Supermarket Type3
3865,OUT010,,Grocery Store
3866,OUT027,Medium,Supermarket Type3
3867,OUT013,High,Supermarket Type1
3868,OUT017,,Supermarket Type1
3869,OUT027,Medium,Supermarket Type3
3870,OUT010,,Grocery Store
3871,OUT045,,Supermarket Type1
3872,OUT046,Small,Supermarket Type1
3873,OUT046,Small,Supermarket Type1
3874,OUT017,,Supermarket Type1
3875,OUT013,High,Supermarket Type1
3876,OUT049,Medium,Supermarket Type1
3877,OUT018,Medium,Supermarket Type2
3878,OUT045,,Supermarket Type1
3879,OUT018,Medium,Supermarket Type2
3880,OUT010,,Grocery Store
3881,OUT018,Medium,Supermarket Type2
3882,OUT046,Small,Supermarket Type1
3883,OUT035,Small,Supermarket Type1
3884,OUT019,Small,Grocery Store
3885,OUT013,High,Supermarket Type1
3886,OUT049,Medium,Supermarket Type1
3887,OUT035,Small,Supermarket Type1
3888,OUT017,,Supermarket Type1
3889,OUT010,,Grocery Store
3890,OUT017,,Supermarket Type1
3891,OUT018,Medium,Supermarket Type2
3892,OUT046,Small,Supermarket Type1
3893,OUT049,Medium,Supermarket Type1
3894,OUT013,High,Supermarket Type1
3895,OUT010,,Grocery Store
3896,OUT019,Small,Grocery Store
3897,OUT010,,Grocery Store
3898,OUT013,High,Supermarket Type1
3899,OUT018,Medium,Supermarket Type2
3900,OUT018,Medium,Supermarket Type2
3901,OUT018,Medium,Supermarket Type2
3902,OUT017,,Supermarket Type1
3903,OUT027,Medium,Supermarket Type3
3904,OUT049,Medium,Supermarket Type1
3905,OUT046,Small,Supermarket Type1
3906,OUT046,Small,Supermarket Type1
3907,OUT049,Medium,Supermarket Type1
3908,OUT046,Small,Supermarket Type1
3909,OUT046,Small,Supermarket Type1
3910,OUT027,Medium,Supermarket Type3
3911,OUT049,Medium,Supermarket Type1
3912,OUT017,,Supermarket Type1
3913,OUT018,Medium,Supermarket Type2
3914,OUT035,Small,Supermarket Type1
3915,OUT019,Small,Grocery Store
3916,OUT045,,Supermarket Type1
3917,OUT035,Small,Supermarket Type1
3918,OUT018,Medium,Supermarket Type2
3919,OUT013,High,Supermarket Type1
3920,OUT049,Medium,Supermarket Type1
3921,OUT045,,Supermarket Type1
3922,OUT027,Medium,Supermarket Type3
3923,OUT035,Small,Supermarket Type1
3924,OUT035,Small,Supermarket Type1
3925,OUT013,High,Supermarket Type1
3926,OUT049,Medium,Supermarket Type1
3927,OUT049,Medium,Supermarket Type1
3928,OUT027,Medium,Supermarket Type3
3929,OUT046,Small,Supermarket Type1
3930,OUT017,,Supermarket Type1
3931,OUT045,,Supermarket Type1
3932,OUT018,Medium,Supermarket Type2
3933,OUT013,High,Supermarket Type1
3934,OUT046,Small,Supermarket Type1
3935,OUT019,Small,Grocery Store
3936,OUT045,,Supermarket Type1
3937,OUT045,,Supermarket Type1
3938,OUT046,Small,Supermarket Type1
3939,OUT049,Medium,Supermarket Type1
3940,OUT019,Small,Grocery Store
3941,OUT010,,Grocery Store
3942,OUT049,Medium,Supermarket Type1
3943,OUT049,Medium,Supermarket Type1
3944,OUT018,Medium,Supermarket Type2
3945,OUT027,Medium,Supermarket Type3
3946,OUT046,Small,Supermarket Type1
3947,OUT017,,Supermarket Type1
3948,OUT019,Small,Grocery Store
3949,OUT018,Medium,Supermarket Type2
3950,OUT010,,Grocery Store
3951,OUT010,,Grocery Store
3952,OUT046,Small,Supermarket Type1
3953,OUT035,Small,Supermarket Type1
3954,OUT045,,Supermarket Type1
3955,OUT018,Medium,Supermarket Type2
3956,OUT027,Medium,Supermarket Type3
3957,OUT049,Medium,Supermarket Type1
3958,OUT049,Medium,Supermarket Type1
3959,OUT013,High,Supermarket Type1
3960,OUT010,,Grocery Store
3961,OUT046,Small,Supermarket Type1
3962,OUT013,High,Supermarket Type1
3963,OUT049,Medium,Supermarket Type1
3964,OUT018,Medium,Supermarket Type2
3965,OUT049,Medium,Supermarket Type1
3966,OUT046,Small,Supermarket Type1
3967,OUT035,Small,Supermarket Type1
3968,OUT027,Medium,Supermarket Type3
3969,OUT046,Small,Supermarket Type1
3970,OUT013,High,Supermarket Type1
3971,OUT010,,Grocery Store
3972,OUT049,Medium,Supermarket Type1
3973,OUT018,Medium,Supermarket Type2
3974,OUT046,Small,Supermarket Type1
3975,OUT013,High,Supermarket Type1
3976,OUT027,Medium,Supermarket Type3
3977,OUT018,Medium,Supermarket Type2
3978,OUT049,Medium,Supermarket Type1
3979,OUT017,,Supermarket Type1
3980,OUT045,,Supermarket Type1
3981,OUT046,Small,Supermarket Type1
3982,OUT046,Small,Supermarket Type1
3983,OUT010,,Grocery Store
3984,OUT018,Medium,Supermarket Type2
3985,OUT018,Medium,Supermarket Type2
3986,OUT013,High,Supermarket Type1
3987,OUT045,,Supermarket Type1
3988,OUT018,Medium,Supermarket Type2
3989,OUT018,Medium,Supermarket Type2
3990,OUT046,Small,Supermarket Type1
3991,OUT045,,Supermarket Type1
3992,OUT018,Medium,Supermarket Type2
3993,OUT019,Small,Grocery Store
3994,OUT027,Medium,Supermarket Type3
3995,OUT017,,Supermarket Type1
3996,OUT010,,Grocery Store
3997,OUT018,Medium,Supermarket Type2
3998,OUT049,Medium,Supermarket Type1
3999,OUT018,Medium,Supermarket Type2
4000,OUT017,,Supermarket Type1
4001,OUT045,,Supermarket Type1
4002,OUT045,,Supermarket Type1
4003,OUT046,Small,Supermarket Type1
4004,OUT027,Medium,Supermarket Type3
4005,OUT017,,Supermarket Type1
4006,OUT019,Small,Grocery Store
4007,OUT049,Medium,Supermarket Type1
4008,OUT046,Small,Supermarket Type1
4009,OUT019,Small,Grocery Store
4010,OUT046,Small,Supermarket Type1
4011,OUT017,,Supermarket Type1
4012,OUT010,,Grocery Store
4013,OUT027,Medium,Supermarket Type3
4014,OUT046,Small,Supermarket Type1
4015,OUT017,,Supermarket Type1
4016,OUT010,,Grocery Store
4017,OUT045,,Supermarket Type1
4018,OUT045,,Supermarket Type1
4019,OUT010,,Grocery Store
4020,OUT019,Small,Grocery Store
4021,OUT045,,Supermarket Type1
4022,OUT018,Medium,Supermarket Type2
4023,OUT013,High,Supermarket Type1
4024,OUT017,,Supermarket Type1
4025,OUT013,High,Supermarket Type1
4026,OUT019,Small,Grocery Store
4027,OUT027,Medium,Supermarket Type3
4028,OUT027,Medium,Supermarket Type3
4029,OUT018,Medium,Supermarket Type2
4030,OUT018,Medium,Supermarket Type2
4031,OUT019,Small,Grocery Store
4032,OUT046,Small,Supermarket Type1
4033,OUT018,Medium,Supermarket Type2
4034,OUT010,,Grocery Store
4035,OUT049,Medium,Supermarket Type1
4036,OUT035,Small,Supermarket Type1
4037,OUT017,,Supermarket Type1
4038,OUT049,Medium,Supermarket Type1
4039,OUT045,,Supermarket Type1
4040,OUT017,,Supermarket Type1
4041,OUT018,Medium,Supermarket Type2
4042,OUT049,Medium,Supermarket Type1
4043,OUT019,Small,Grocery Store
4044,OUT018,Medium,Supermarket Type2
4045,OUT017,,Supermarket Type1
4046,OUT027,Medium,Supermarket Type3
4047,OUT027,Medium,Supermarket Type3
4048,OUT035,Small,Supermarket Type1
4049,OUT018,Medium,Supermarket Type2
4050,OUT027,Medium,Supermarket Type3
4051,OUT046,Small,Supermarket Type1
4052,OUT046,Small,Supermarket Type1
4053,OUT049,Medium,Supermarket Type1
4054,OUT010,,Grocery Store
4055,OUT027,Medium,Supermarket Type3
4056,OUT018,Medium,Supermarket Type2
4057,OUT035,Small,Supermarket Type1
4058,OUT049,Medium,Supermarket Type1
4059,OUT045,,Supermarket Type1
4060,OUT027,Medium,Supermarket Type3
4061,OUT010,,Grocery Store
4062,OUT013,High,Supermarket Type1
4063,OUT027,Medium,Supermarket Type3
4064,OUT045,,Supermarket Type1
4065,OUT017,,Supermarket Type1
4066,OUT049,Medium,Supermarket Type1
4067,OUT018,Medium,Supermarket Type2
4068,OUT045,,Supermarket Type1
4069,OUT046,Small,Supermarket Type1
4070,OUT013,High,Supermarket Type1
4071,OUT018,Medium,Supermarket Type2
4072,OUT017,,Supermarket Type1
4073,OUT049,Medium,Supermarket Type1
4074,OUT035,Small,Supermarket Type1
4075,OUT027,Medium,Supermarket Type3
4076,OUT027,Medium,Supermarket Type3
4077,OUT017,,Supermarket Type1
4078,OUT027,Medium,Supermarket Type3
4079,OUT013,High,Supermarket Type1
4080,OUT045,,Supermarket Type1
4081,OUT027,Medium,Supermarket Type3
4082,OUT046,Small,Supermarket Type1
4083,OUT027,Medium,Supermarket Type3
4084,OUT045,,Supermarket Type1
4085,OUT049,Medium,Supermarket Type1
4086,OUT035,Small,Supermarket Type1
4087,OUT049,Medium,Supermarket Type1
4088,OUT018,Medium,Supermarket Type2
4089,OUT017,,Supermarket Type1
4090,OUT010,,Grocery Store
4091,OUT018,Medium,Supermarket Type2
4092,OUT018,Medium,Supermarket Type2
4093,OUT018,Medium,Supermarket Type2
4094,OUT017,,Supermarket Type1
4095,OUT017,,Supermarket Type1
4096,OUT045,,Supermarket Type1
4097,OUT035,Small,Supermarket Type1
4098,OUT049,Medium,Supermarket Type1
4099,OUT013,High,Supermarket Type1
4100,OUT013,High,Supermarket Type1
4101,OUT019,Small,Grocery Store
4102,OUT045,,Supermarket Type1
4103,OUT018,Medium,Supermarket Type2
4104,OUT046,Small,Supermarket Type1
4105,OUT027,Medium,Supermarket Type3
4106,OUT049,Medium,Supermarket Type1
4107,OUT018,Medium,Supermarket Type2
4108,OUT019,Small,Grocery Store
4109,OUT013,High,Supermarket Type1
4110,OUT018,Medium,Supermarket Type2
4111,OUT018,Medium,Supermarket Type2
4112,OUT035,Small,Supermarket Type1
4113,OUT045,,Supermarket Type1
4114,OUT013,High,Supermarket Type1
4115,OUT027,Medium,Supermarket Type3
4116,OUT013,High,Supermarket Type1
4117,OUT010,,Grocery Store
4118,OUT018,Medium,Supermarket Type2
4119,OUT045,,Supermarket Type1
4120,OUT045,,Supermarket Type1
4121,OUT017,,Supermarket Type1
4122,OUT049,Medium,Supermarket Type1
4123,OUT035,Small,Supermarket Type1
4124,OUT017,,Supermarket Type1
4125,OUT046,Small,Supermarket Type1
4126,OUT027,Medium,Supermarket Type3
4127,OUT018,Medium,Supermarket Type2
4128,OUT013,High,Supermarket Type1
4129,OUT035,Small,Supermarket Type1
4130,OUT010,,Grocery Store
4131,OUT049,Medium,Supermarket Type1
4132,OUT013,High,Supermarket Type1
4133,OUT045,,Supermarket Type1
4134,OUT045,,Supermarket Type1
4135,OUT013,High,Supermarket Type1
4136,OUT019,Small,Grocery Store
4137,OUT045,,Supermarket Type1
4138,OUT035,Small,Supermarket Type1
4139,OUT018,Medium,Supermarket Type2
4140,OUT035,Small,Supermarket Type1
4141,OUT027,Medium,Supermarket Type3
4142,OUT018,Medium,Supermarket Type2
4143,OUT049,Medium,Supermarket Type1
4144,OUT013,High,Supermarket Type1
4145,OUT035,Small,Supermarket Type1
4146,OUT046,Small,Supermarket Type1
4147,OUT019,Small,Grocery Store
4148,OUT027,Medium,Supermarket Type3
4149,OUT046,Small,Supermarket Type1
4150,OUT035,Small,Supermarket Type1
4151,OUT049,Medium,Supermarket Type1
4152,OUT045,,Supermarket Type1
4153,OUT010,,Grocery Store
4154,OUT018,Medium,Supermarket Type2
4155,OUT013,High,Supermarket Type1
4156,OUT049,Medium,Supermarket Type1
4157,OUT035,Small,Supermarket Type1
4158,OUT035,Small,Supermarket Type1
4159,OUT010,,Grocery Store
4160,OUT049,Medium,Supermarket Type1
4161,OUT017,,Supermarket Type1
4162,OUT046,Small,Supermarket Type1
4163,OUT017,,Supermarket Type1
4164,OUT049,Medium,Supermarket Type1
4165,OUT027,Medium,Supermarket Type3
4166,OUT017,,Supermarket Type1
4167,OUT045,,Supermarket Type1
4168,OUT017,,Supermarket Type1
4169,OUT049,Medium,Supermarket Type1
4170,OUT017,,Supermarket Type1
4171,OUT035,Small,Supermarket Type1
4172,OUT018,Medium,Supermarket Type2
4173,OUT013,High,Supermarket Type1
4174,OUT013,High,Supermarket Type1
4175,OUT019,Small,Grocery Store
4176,OUT017,,Supermarket Type1
4177,OUT018,Medium,Supermarket Type2
4178,OUT045,,Supermarket Type1
4179,OUT017,,Supermarket Type1
4180,OUT027,Medium,Supermarket Type3
4181,OUT049,Medium,Supermarket Type1
4182,OUT045,,Supermarket Type1
4183,OUT046,Small,Supermarket Type1
4184,OUT019,Small,Grocery Store
4185,OUT045,,Supermarket Type1
4186,OUT049,Medium,Supermarket Type1
4187,OUT027,Medium,Supermarket Type3
4188,OUT035,Small,Supermarket Type1
4189,OUT049,Medium,Supermarket Type1
4190,OUT013,High,Supermarket Type1
4191,OUT035,Small,Supermarket Type1
4192,OUT019,Small,Grocery Store
4193,OUT027,Medium,Supermarket Type3
4194,OUT035,Small,Supermarket Type1
4195,OUT046,Small,Supermarket Type1
4196,OUT017,,Supermarket Type1
4197,OUT010,,Grocery Store
4198,OUT017,,Supermarket Type1
4199,OUT010,,Grocery Store
4200,OUT046,Small,Supermarket Type1
4201,OUT045,,Supermarket Type1
4202,OUT013,High,Supermarket Type1
4203,OUT049,Medium,Supermarket Type1
4204,OUT049,Medium,Supermarket Type1
4205,OUT013,High,Supermarket Type1
4206,OUT045,,Supermarket Type1
4207,OUT027,Medium,Supermarket Type3
4208,OUT027,Medium,Supermarket Type3
4209,OUT013,High,Supermarket Type1
4210,OUT013,High,Supermarket Type1
4211,OUT013,High,Supermarket Type1
4212,OUT046,Small,Supermarket Type1
4213,OUT045,,Supermarket Type1
4214,OUT049,Medium,Supermarket Type1
4215,OUT017,,Supermarket Type1
4216,OUT046,Small,Supermarket Type1
4217,OUT045,,Supermarket Type1
4218,OUT035,Small,Supermarket Type1
4219,OUT010,,Grocery Store
4220,OUT017,,Supermarket Type1
4221,OUT013,High,Supermarket Type1
4222,OUT027,Medium,Supermarket Type3
4223,OUT017,,Supermarket Type1
4224,OUT035,Small,Supermarket Type1
4225,OUT010,,Grocery Store
4226,OUT013,High,Supermarket Type1
4227,OUT013,High,Supermarket Type1
4228,OUT010,,Grocery Store
4229,OUT010,,Grocery Store
4230,OUT045,,Supermarket Type1
4231,OUT035,Small,Supermarket Type1
4232,OUT046,Small,Supermarket Type1
4233,OUT027,Medium,Supermarket Type3
4234,OUT035,Small,Supermarket Type1
4235,OUT035,Small,Supermarket Type1
4236,OUT045,,Supermarket Type1
4237,OUT035,Small,Supermarket Type1
4238,OUT018,Medium,Supermarket Type2
4239,OUT013,High,Supermarket Type1
4240,OUT046,Small,Supermarket Type1
4241,OUT045,,Supermarket Type1
4242,OUT018,Medium,Supermarket Type2
4243,OUT046,Small,Supermarket Type1
4244,OUT013,High,Supermarket Type1
4245,OUT013,High,Supermarket Type1
4246,OUT017,,Supermarket Type1
4247,OUT049,Medium,Supermarket Type1
4248,OUT027,Medium,Supermarket Type3
4249,OUT046,Small,Supermarket Type1
4250,OUT017,,Supermarket Type1
4251,OUT046,Small,Supermarket Type1
4252,OUT035,Small,Supermarket Type1
4253,OUT046,Small,Supermarket Type1
4254,OUT010,,Grocery Store
4255,OUT046,Small,Supermarket Type1
4256,OUT046,Small,Supermarket Type1
4257,OUT010,,Grocery Store
4258,OUT013,High,Supermarket Type1
4259,OUT046,Small,Supermarket Type1
4260,OUT017,,Supermarket Type1
4261,OUT049,Medium,Supermarket Type1
4262,OUT045,,Supermarket Type1
4263,OUT019,Small,Grocery Store
4264,OUT017,,Supermarket Type1
4265,OUT010,,Grocery Store
4266,OUT046,Small,Supermarket Type1
4267,OUT013,High,Supermarket Type1
4268,OUT046,Small,Supermarket Type1
4269,OUT035,Small,Supermarket Type1
4270,OUT035,Small,Supermarket Type1
4271,OUT013,High,Supermarket Type1
4272,OUT027,Medium,Supermarket Type3
4273,OUT013,High,Supermarket Type1
4274,OUT018,Medium,Supermarket Type2
4275,OUT018,Medium,Supermarket Type2
4276,OUT013,High,Supermarket Type1
4277,OUT013,High,Supermarket Type1
4278,OUT013,High,Supermarket Type1
4279,OUT035,Small,Supermarket Type1
4280,OUT010,,Grocery Store
4281,OUT010,,Grocery Store
4282,OUT013,High,Supermarket Type1
4283,OUT035,Small,Supermarket Type1
4284,OUT010,,Grocery Store
4285,OUT049,Medium,Supermarket Type1
4286,OUT046,Small,Supermarket Type1
4287,OUT027,Medium,Supermarket Type3
4288,OUT035,Small,Supermarket Type1
4289,OUT046,Small,Supermarket Type1
4290,OUT019,Small,Grocery Store
4291,OUT010,,Grocery Store
4292,OUT013,High,Supermarket Type1
4293,OUT049,Medium,Supermarket Type1
4294,OUT046,Small,Supermarket Type1
4295,OUT027,Medium,Supermarket Type3
4296,OUT027,Medium,Supermarket Type3
4297,OUT010,,Grocery Store
4298,OUT019,Small,Grocery Store
4299,OUT049,Medium,Supermarket Type1
4300,OUT017,,Supermarket Type1
4301,OUT017,,Supermarket Type1
4302,OUT017,,Supermarket Type1
4303,OUT046,Small,Supermarket Type1
4304,OUT049,Medium,Supermarket Type1
4305,OUT013,High,Supermarket Type1
4306,OUT013,High,Supermarket Type1
4307,OUT018,Medium,Supermarket Type2
4308,OUT017,,Supermarket Type1
4309,OUT045,,Supermarket Type1
4310,OUT010,,Grocery Store
4311,OUT049,Medium,Supermarket Type1
4312,OUT018,Medium,Supermarket Type2
4313,OUT017,,Supermarket Type1
4314,OUT049,Medium,Supermarket Type1
4315,OUT019,Small,Grocery Store
4316,OUT018,Medium,Supermarket Type2
4317,OUT049,Medium,Supermarket Type1
4318,OUT018,Medium,Supermarket Type2
4319,OUT046,Small,Supermarket Type1
4320,OUT049,Medium,Supermarket Type1
4321,OUT010,,Grocery Store
4322,OUT010,,Grocery Store
4323,OUT045,,Supermarket Type1
4324,OUT035,Small,Supermarket Type1
4325,OUT046,Small,Supermarket Type1
4326,OUT018,Medium,Supermarket Type2
4327,OUT017,,Supermarket Type1
4328,OUT045,,Supermarket Type1
4329,OUT010,,Grocery Store
4330,OUT017,,Supermarket Type1
4331,OUT046,Small,Supermarket Type1
4332,OUT045,,Supermarket Type1
4333,OUT046,Small,Supermarket Type1
4334,OUT010,,Grocery Store
4335,OUT046,Small,Supermarket Type1
4336,OUT035,Small,Supermarket Type1
4337,OUT027,Medium,Supermarket Type3
4338,OUT027,Medium,Supermarket Type3
4339,OUT017,,Supermarket Type1
4340,OUT046,Small,Supermarket Type1
4341,OUT045,,Supermarket Type1
4342,OUT017,,Supermarket Type1
4343,OUT046,Small,Supermarket Type1
4344,OUT046,Small,Supermarket Type1
4345,OUT045,,Supermarket Type1
4346,OUT027,Medium,Supermarket Type3
4347,OUT010,,Grocery Store
4348,OUT018,Medium,Supermarket Type2
4349,OUT027,Medium,Supermarket Type3
4350,OUT010,,Grocery Store
4351,OUT045,,Supermarket Type1
4352,OUT045,,Supermarket Type1
4353,OUT017,,Supermarket Type1
4354,OUT027,Medium,Supermarket Type3
4355,OUT035,Small,Supermarket Type1
4356,OUT013,High,Supermarket Type1
4357,OUT035,Small,Supermarket Type1
4358,OUT049,Medium,Supermarket Type1
4359,OUT013,High,Supermarket Type1
4360,OUT035,Small,Supermarket Type1
4361,OUT010,,Grocery Store
4362,OUT046,Small,Supermarket Type1
4363,OUT045,,Supermarket Type1
4364,OUT049,Medium,Supermarket Type1
4365,OUT045,,Supermarket Type1
4366,OUT049,Medium,Supermarket Type1
4367,OUT035,Small,Supermarket Type1
4368,OUT027,Medium,Supermarket Type3
4369,OUT046,Small,Supermarket Type1
4370,OUT046,Small,Supermarket Type1
4371,OUT049,Medium,Supermarket Type1
4372,OUT013,High,Supermarket Type1
4373,OUT010,,Grocery Store
4374,OUT045,,Supermarket Type1
4375,OUT027,Medium,Supermarket Type3
4376,OUT010,,Grocery Store
4377,OUT019,Small,Grocery Store
4378,OUT027,Medium,Supermarket Type3
4379,OUT013,High,Supermarket Type1
4380,OUT035,Small,Supermarket Type1
4381,OUT027,Medium,Supermarket Type3
4382,OUT019,Small,Grocery Store
4383,OUT027,Medium,Supermarket Type3
4384,OUT035,Small,Supermarket Type1
4385,OUT013,High,Supermarket Type1
4386,OUT018,Medium,Supermarket Type2
4387,OUT046,Small,Supermarket Type1
4388,OUT049,Medium,Supermarket Type1
4389,OUT019,Small,Grocery Store
4390,OUT013,High,Supermarket Type1
4391,OUT046,Small,Supermarket Type1
4392,OUT019,Small,Grocery Store
4393,OUT013,High,Supermarket Type1
4394,OUT018,Medium,Supermarket Type2
4395,OUT049,Medium,Supermarket Type1
4396,OUT018,Medium,Supermarket Type2
4397,OUT027,Medium,Supermarket Type3
4398,OUT017,,Supermarket Type1
4399,OUT017,,Supermarket Type1
4400,OUT049,Medium,Supermarket Type1
4401,OUT027,Medium,Supermarket Type3
4402,OUT017,,Supermarket Type1
4403,OUT010,,Grocery Store
4404,OUT049,Medium,Supermarket Type1
4405,OUT045,,Supermarket Type1
4406,OUT018,Medium,Supermarket Type2
4407,OUT017,,Supermarket Type1
4408,OUT010,,Grocery Store
4409,OUT049,Medium,Supermarket Type1
4410,OUT027,Medium,Supermarket Type3
4411,OUT013,High,Supermarket Type1
4412,OUT046,Small,Supermarket Type1
4413,OUT045,,Supermarket Type1
4414,OUT049,Medium,Supermarket Type1
4415,OUT046,Small,Supermarket Type1
4416,OUT027,Medium,Supermarket Type3
4417,OUT013,High,Supermarket Type1
4418,OUT049,Medium,Supermarket Type1
4419,OUT017,,Supermarket Type1
4420,OUT045,,Supermarket Type1
4421,OUT017,,Supermarket Type1
4422,OUT018,Medium,Supermarket Type2
4423,OUT045,,Supermarket Type1
4424,OUT035,Small,Supermarket Type1
4425,OUT049,Medium,Supermarket Type1
4426,OUT035,Small,Supermarket Type1
4427,OUT027,Medium,Supermarket Type3
4428,OUT018,Medium,Supermarket Type2
4429,OUT013,High,Supermarket Type1
4430,OUT046,Small,Supermarket Type1
4431,OUT035,Small,Supermarket Type1
4432,OUT013,High,Supermarket Type1
4433,OUT045,,Supermarket Type1
4434,OUT027,Medium,Supermarket Type3
4435,OUT045,,Supermarket Type1
4436,OUT046,Small,Supermarket Type1
4437,OUT010,,Grocery Store
4438,OUT035,Small,Supermarket Type1
4439,OUT045,,Supermarket Type1
4440,OUT013,High,Supermarket Type1
4441,OUT046,Small,Supermarket Type1
4442,OUT035,Small,Supermarket Type1
4443,OUT049,Medium,Supermarket Type1
4444,OUT013,High,Supermarket Type1
4445,OUT035,Small,Supermarket Type1
4446,OUT045,,Supermarket Type1
4447,OUT010,,Grocery Store
4448,OUT013,High,Supermarket Type1
4449,OUT045,,Supermarket Type1
4450,OUT046,Small,Supermarket Type1
4451,OUT027,Medium,Supermarket Type3
4452,OUT013,High,Supermarket Type1
4453,OUT049,Medium,Supermarket Type1
4454,OUT018,Medium,Supermarket Type2
4455,OUT035,Small,Supermarket Type1
4456,OUT035,Small,Supermarket Type1
4457,OUT027,Medium,Supermarket Type3
4458,OUT017,,Supermarket Type1
4459,OUT035,Small,Supermarket Type1
4460,OUT013,High,Supermarket Type1
4461,OUT018,Medium,Supermarket Type2
4462,OUT019,Small,Grocery Store
4463,OUT045,,Supermarket Type1
4464,OUT035,Small,Supermarket Type1
4465,OUT018,Medium,Supermarket Type2
4466,OUT049,Medium,Supermarket Type1
4467,OUT027,Medium,Supermarket Type3
4468,OUT046,Small,Supermarket Type1
4469,OUT013,High,Supermarket Type1
4470,OUT010,,Grocery Store
4471,OUT013,High,Supermarket Type1
4472,OUT019,Small,Grocery Store
4473,OUT018,Medium,Supermarket Type2
4474,OUT046,Small,Supermarket Type1
4475,OUT035,Small,Supermarket Type1
4476,OUT013,High,Supermarket Type1
4477,OUT010,,Grocery Store
4478,OUT027,Medium,Supermarket Type3
4479,OUT045,,Supermarket Type1
4480,OUT045,,Supermarket Type1
4481,OUT018,Medium,Supermarket Type2
4482,OUT049,Medium,Supermarket Type1
4483,OUT018,Medium,Supermarket Type2
4484,OUT035,Small,Supermarket Type1
4485,OUT046,Small,Supermarket Type1
4486,OUT046,Small,Supermarket Type1
4487,OUT017,,Supermarket Type1
4488,OUT035,Small,Supermarket Type1
4489,OUT049,Medium,Supermarket Type1
4490,OUT035,Small,Supermarket Type1
4491,OUT010,,Grocery Store
4492,OUT049,Medium,Supermarket Type1
4493,OUT027,Medium,Supermarket Type3
4494,OUT027,Medium,Supermarket Type3
4495,OUT027,Medium,Supermarket Type3
4496,OUT017,,Supermarket Type1
4497,OUT049,Medium,Supermarket Type1
4498,OUT027,Medium,Supermarket Type3
4499,OUT045,,Supermarket Type1
4500,OUT017,,Supermarket Type1
4501,OUT017,,Supermarket Type1
4502,OUT010,,Grocery Store
4503,OUT035,Small,Supermarket Type1
4504,OUT027,Medium,Supermarket Type3
4505,OUT045,,Supermarket Type1
4506,OUT046,Small,Supermarket Type1
4507,OUT018,Medium,Supermarket Type2
4508,OUT046,Small,Supermarket Type1
4509,OUT010,,Grocery Store
4510,OUT046,Small,Supermarket Type1
4511,OUT046,Small,Supermarket Type1
4512,OUT018,Medium,Supermarket Type2
4513,OUT045,,Supermarket Type1
4514,OUT046,Small,Supermarket Type1
4515,OUT027,Medium,Supermarket Type3
4516,OUT027,Medium,Supermarket Type3
4517,OUT019,Small,Grocery Store
4518,OUT010,,Grocery Store
4519,OUT045,,Supermarket Type1
4520,OUT046,Small,Supermarket Type1
4521,OUT013,High,Supermarket Type1
4522,OUT049,Medium,Supermarket Type1
4523,OUT027,Medium,Supermarket Type3
4524,OUT045,,Supermarket Type1
4525,OUT017,,Supermarket Type1
4526,OUT017,,Supermarket Type1
4527,OUT017,,Supermarket Type1
4528,OUT046,Small,Supermarket Type1
4529,OUT018,Medium,Supermarket Type2
4530,OUT010,,Grocery Store
4531,OUT013,High,Supermarket Type1
4532,OUT035,Small,Supermarket Type1
4533,OUT017,,Supermarket Type1
4534,OUT035,Small,Supermarket Type1
4535,OUT035,Small,Supermarket Type1
4536,OUT049,Medium,Supermarket Type1
4537,OUT027,Medium,Supermarket Type3
4538,OUT019,Small,Grocery Store
4539,OUT049,Medium,Supermarket Type1
4540,OUT027,Medium,Supermarket Type3
4541,OUT045,,Supermarket Type1
